Llegada de Pasajeros por Nacionalidad,Sexo,Total de Llegada de Pasajero por Nacionalidad,Año
Dominicanos residentes,Femenino,175236,1999
Dominicanos residentes,Masculino,168190,1999
Extranjeros residentes,Femenino,8592,1999
Extranjeros residentes,Masculino,13643,1999
Dominicanos no residentes,Femenino,273699,1999
Dominicanos no residentes,Masculino,227977,1999
Extranjeros no residentes,Femenino,988333,1999
Extranjeros no residentes,Masculino,1159409,1999
América del norte,Femenino,333538,1999
América del norte,Masculino,383566,1999
Canadá,Femenino,89847,1999
Canadá,Masculino,84778,1999
Estados Unidos,Femenino,239420,1999
Estados Unidos,Masculino,290932,1999
México,Femenino,4271,1999
México,Masculino,7856,1999
América central y Caribe,Femenino,21710,1999
América central y Caribe,Masculino,31591,1999
Aruba,Femenino,72,1999
Aruba,Masculino,91,1999
Bahamas,Femenino,0,1999
Bahamas,Masculino,0,1999
"Caicos y Turcas, Islas",Femenino,0,1999
"Caicos y Turcas, Islas",Masculino,0,1999
Costa Rica,Femenino,1625,1999
Costa Rica,Masculino,2638,1999
Cuba,Femenino,4129,1999
Cuba,Masculino,4999,1999
Curazao,Femenino,363,1999
Curazao,Masculino,563,1999
El Salvador,Femenino,402,1999
El Salvador,Masculino,511,1999
Guadalupe,Femenino,0,1999
Guadalupe,Masculino,0,1999
Guatemala,Femenino,1016,1999
Guatemala,Masculino,1667,1999
Haití,Femenino,469,1999
Haití,Masculino,757,1999
Honduras,Femenino,287,1999
Honduras,Masculino,437,1999
Jamaica,Femenino,345,1999
Jamaica,Masculino,364,1999
Martinica,Femenino,0,1999
Martinica,Masculino,0,1999
Nicaragua,Femenino,0,1999
Nicaragua,Masculino,0,1999
Panamá,Femenino,1548,1999
Panamá,Masculino,3112,1999
Puerto Rico,Femenino,10452,1999
Puerto Rico,Masculino,14429,1999
San Martín,Femenino,70,1999
San Martín,Masculino,184,1999
Trinidad y Tobago,Femenino,0,1999
Trinidad y Tobago,Masculino,0,1999
"Vírgenes Americanas, Islas",Femenino,0,1999
"Vírgenes Americanas, Islas",Masculino,0,1999
Otros del Caribe,Femenino,932,1999
Otros del Caribe,Masculino,1839,1999
América del sur,Femenino,73420,1999
América del sur,Masculino,80928,1999
Argentina,Femenino,33217,1999
Argentina,Masculino,33629,1999
Bolivia,Femenino,588,1999
Bolivia,Masculino,472,1999
Brasil,Femenino,2365,1999
Brasil,Masculino,3079,1999
Colombia,Femenino,9770,1999
Colombia,Masculino,11014,1999
Chile,Femenino,6499,1999
Chile,Masculino,8468,1999
Ecuador,Femenino,1128,1999
Ecuador,Masculino,1620,1999
Perú,Femenino,5116,1999
Perú,Masculino,4949,1999
Uruguay,Femenino,0,1999
Uruguay,Masculino,0,1999
Venezuela,Femenino,13769,1999
Venezuela,Masculino,16656,1999
Otros de Suramérica,Femenino,968,1999
Otros de Suramérica,Masculino,1041,1999
Europa,Femenino,553194,1999
Europa,Masculino,652813,1999
Alemania,Femenino,207045,1999
Alemania,Masculino,246130,1999
Austria,Femenino,10197,1999
Austria,Masculino,11633,1999
Bélgica,Femenino,18485,1999
Bélgica,Masculino,19258,1999
Bulgaria,Femenino,0,1999
Bulgaria,Masculino,0,1999
Checoslovaquia,Femenino,0,1999
Checoslovaquia,Masculino,0,1999
Dinamarca,Femenino,0,1999
Dinamarca,Masculino,0,1999
Escocia,Femenino,0,1999
Escocia,Masculino,0,1999
España,Femenino,58068,1999
España,Masculino,79596,1999
Finlandia,Femenino,3877,1999
Finlandia,Masculino,3876,1999
Francia,Femenino,64181,1999
Francia,Masculino,66406,1999
Grecia,Femenino,0,1999
Grecia,Masculino,0,1999
Holanda,Femenino,17853,1999
Holanda,Masculino,31106,1999
Hungría,Femenino,0,1999
Hungría,Masculino,0,1999
Reino Unido,Femenino,53428,1999
Reino Unido,Masculino,54617,1999
Irlanda,Femenino,0,1999
Irlanda,Masculino,0,1999
Italia,Femenino,60721,1999
Italia,Masculino,74818,1999
Luxemburgo,Femenino,0,1999
Luxemburgo,Masculino,0,1999
Noruega,Femenino,0,1999
Noruega,Masculino,0,1999
Polonia,Femenino,0,1999
Polonia,Masculino,0,1999
Portugal,Femenino,11648,1999
Portugal,Masculino,11999,1999
República Checa,Femenino,0,1999
República Checa,Masculino,0,1999
Rumania,Femenino,0,1999
Rumania,Masculino,0,1999
Rusia,Femenino,0,1999
Rusia,Masculino,0,1999
Suecia,Femenino,15859,1999
Suecia,Masculino,17318,1999
Suiza,Femenino,24268,1999
Suiza,Masculino,28240,1999
Ucrania,Femenino,0,1999
Ucrania,Masculino,0,1999
Otros de Europa,Femenino,7564,1999
Otros de Europa,Masculino,7816,1999
Asia,Femenino,881,1999
Asia,Masculino,1682,1999
Corea del Sur,Femenino,0,1999
Corea del Sur,Masculino,0,1999
China,Femenino,0,1999
China,Masculino,0,1999
India,Femenino,61,1999
India,Masculino,252,1999
Israel,Femenino,0,1999
Israel,Masculino,0,1999
Japón,Femenino,632,1999
Japón,Masculino,1209,1999
Tailandia,Femenino,0,1999
Tailandia,Masculino,10,1999
Taiwán,Femenino,188,1999
Taiwán,Masculino,211,1999
Otros de Asia,Femenino,0,1999
Otros de Asia,Masculino,0,1999
Resto del mundo,Femenino,5590,1999
Resto del mundo,Masculino,8829,1999
Australia,Femenino,0,1999
Australia,Masculino,0,1999
Otros resto del mundo,Femenino,5590,1999
Otros resto del mundo,Masculino,8829,1999
Dominicanos residentes,Femenino,162371,2000
Dominicanos residentes,Masculino,155675,2000
Extranjeros residentes,Femenino,8536,2000
Extranjeros residentes,Masculino,14929,2000
Dominicanos no residentes,Femenino,276894,2000
Dominicanos no residentes,Masculino,236072,2000
Extranjeros no residentes,Femenino,1157420,2000
Extranjeros no residentes,Masculino,1302166,2000
América del norte,Femenino,430751,2000
América del norte,Masculino,471866,2000
Canadá,Femenino,126548,2000
Canadá,Masculino,119184,2000
Estados Unidos,Femenino,299430,2000
Estados Unidos,Masculino,344318,2000
México,Femenino,4773,2000
México,Masculino,8364,2000
América central y Caribe,Femenino,24694,2000
América central y Caribe,Masculino,30992,2000
Aruba,Femenino,29,2000
Aruba,Masculino,20,2000
Bahamas,Femenino,0,2000
Bahamas,Masculino,0,2000
"Caicos y Turcas, Islas",Femenino,0,2000
"Caicos y Turcas, Islas",Masculino,0,2000
Costa Rica,Femenino,1177,2000
Costa Rica,Masculino,2038,2000
Cuba,Femenino,5010,2000
Cuba,Masculino,6313,2000
Curazao,Femenino,508,2000
Curazao,Masculino,686,2000
El Salvador,Femenino,567,2000
El Salvador,Masculino,868,2000
Guadalupe,Femenino,0,2000
Guadalupe,Masculino,0,2000
Guatemala,Femenino,873,2000
Guatemala,Masculino,1545,2000
Haití,Femenino,488,2000
Haití,Masculino,631,2000
Honduras,Femenino,247,2000
Honduras,Masculino,295,2000
Jamaica,Femenino,288,2000
Jamaica,Masculino,414,2000
Martinica,Femenino,0,2000
Martinica,Masculino,0,2000
Nicaragua,Femenino,0,2000
Nicaragua,Masculino,0,2000
Panamá,Femenino,1705,2000
Panamá,Masculino,2909,2000
Puerto Rico,Femenino,12480,2000
Puerto Rico,Masculino,13204,2000
San Martín,Femenino,142,2000
San Martín,Masculino,230,2000
Trinidad y Tobago,Femenino,0,2000
Trinidad y Tobago,Masculino,0,2000
"Vírgenes Americanas, Islas",Femenino,0,2000
"Vírgenes Americanas, Islas",Masculino,0,2000
Otros del Caribe,Femenino,1180,2000
Otros del Caribe,Masculino,1839,2000
América del sur,Femenino,84122,2000
América del sur,Masculino,89054,2000
Argentina,Femenino,37707,2000
Argentina,Masculino,36952,2000
Bolivia,Femenino,539,2000
Bolivia,Masculino,359,2000
Brasil,Femenino,1541,2000
Brasil,Masculino,2142,2000
Colombia,Femenino,11551,2000
Colombia,Masculino,12435,2000
Chile,Femenino,8351,2000
Chile,Masculino,8448,2000
Ecuador,Femenino,1401,2000
Ecuador,Masculino,1836,2000
Perú,Femenino,4625,2000
Perú,Masculino,5122,2000
Uruguay,Femenino,0,2000
Uruguay,Masculino,0,2000
Venezuela,Femenino,16426,2000
Venezuela,Masculino,19496,2000
Otros de Suramérica,Femenino,1981,2000
Otros de Suramérica,Masculino,2264,2000
Europa,Femenino,608301,2000
Europa,Masculino,693262,2000
Alemania,Femenino,207630,2000
Alemania,Masculino,244290,2000
Austria,Femenino,11256,2000
Austria,Masculino,12207,2000
Bélgica,Femenino,17948,2000
Bélgica,Masculino,19522,2000
Bulgaria,Femenino,0,2000
Bulgaria,Masculino,0,2000
Checoslovaquia,Femenino,0,2000
Checoslovaquia,Masculino,0,2000
Dinamarca,Femenino,0,2000
Dinamarca,Masculino,0,2000
Escocia,Femenino,0,2000
Escocia,Masculino,0,2000
España,Femenino,65144,2000
España,Masculino,85044,2000
Finlandia,Femenino,4765,2000
Finlandia,Masculino,4333,2000
Francia,Femenino,86020,2000
Francia,Masculino,88238,2000
Grecia,Femenino,0,2000
Grecia,Masculino,0,2000
Holanda,Femenino,17838,2000
Holanda,Masculino,21004,2000
Hungría,Femenino,0,2000
Hungría,Masculino,0,2000
Reino Unido,Femenino,57460,2000
Reino Unido,Masculino,59740,2000
Irlanda,Femenino,0,2000
Irlanda,Masculino,0,2000
Italia,Femenino,61946,2000
Italia,Masculino,73349,2000
Luxemburgo,Femenino,0,2000
Luxemburgo,Masculino,0,2000
Noruega,Femenino,0,2000
Noruega,Masculino,0,2000
Polonia,Femenino,0,2000
Polonia,Masculino,0,2000
Portugal,Femenino,12863,2000
Portugal,Masculino,14354,2000
República Checa,Femenino,0,2000
República Checa,Masculino,0,2000
Rumania,Femenino,0,2000
Rumania,Masculino,0,2000
Rusia,Femenino,0,2000
Rusia,Masculino,0,2000
Suecia,Femenino,23463,2000
Suecia,Masculino,24961,2000
Suiza,Femenino,21738,2000
Suiza,Masculino,24424,2000
Ucrania,Femenino,0,2000
Ucrania,Masculino,0,2000
Otros de Europa,Femenino,20230,2000
Otros de Europa,Masculino,21796,2000
Asia,Femenino,1444,2000
Asia,Masculino,2766,2000
Corea del Sur,Femenino,0,2000
Corea del Sur,Masculino,0,2000
China,Femenino,0,2000
China,Masculino,0,2000
India,Femenino,167,2000
India,Masculino,265,2000
Israel,Femenino,0,2000
Israel,Masculino,0,2000
Japón,Femenino,1024,2000
Japón,Masculino,2108,2000
Tailandia,Femenino,10,2000
Tailandia,Masculino,19,2000
Taiwán,Femenino,243,2000
Taiwán,Masculino,374,2000
Otros de Asia,Femenino,0,2000
Otros de Asia,Masculino,0,2000
Resto del mundo,Femenino,8108,2000
Resto del mundo,Masculino,14226,2000
Australia,Femenino,0,2000
Australia,Masculino,0,2000
Otros resto del mundo,Femenino,8108,2000
Otros resto del mundo,Masculino,14226,2000
Dominicanos residentes,Femenino,148793,2001
Dominicanos residentes,Masculino,139406,2001
Extranjeros residentes,Femenino,9118,2001
Extranjeros residentes,Masculino,13637,2001
Dominicanos no residentes,Femenino,258116,2001
Dominicanos no residentes,Masculino,225850,2001
Extranjeros no residentes,Femenino,1142795,2001
Extranjeros no residentes,Masculino,1242154,2001
América del norte,Femenino,484063,2001
América del norte,Masculino,509231,2001
Canadá,Femenino,154887,2001
Canadá,Masculino,139786,2001
Estados Unidos,Femenino,324421,2001
Estados Unidos,Masculino,360301,2001
México,Femenino,4755,2001
México,Masculino,9144,2001
América central y Caribe,Femenino,17874,2001
América central y Caribe,Masculino,25032,2001
Aruba,Femenino,30,2001
Aruba,Masculino,56,2001
Bahamas,Femenino,0,2001
Bahamas,Masculino,0,2001
"Caicos y Turcas, Islas",Femenino,0,2001
"Caicos y Turcas, Islas",Masculino,0,2001
Costa Rica,Femenino,1088,2001
Costa Rica,Masculino,2178,2001
Cuba,Femenino,1724,2001
Cuba,Masculino,2739,2001
Curazao,Femenino,234,2001
Curazao,Masculino,441,2001
El Salvador,Femenino,785,2001
El Salvador,Masculino,1146,2001
Guadalupe,Femenino,0,2001
Guadalupe,Masculino,0,2001
Guatemala,Femenino,661,2001
Guatemala,Masculino,1269,2001
Haití,Femenino,316,2001
Haití,Masculino,855,2001
Honduras,Femenino,213,2001
Honduras,Masculino,378,2001
Jamaica,Femenino,464,2001
Jamaica,Masculino,1069,2001
Martinica,Femenino,0,2001
Martinica,Masculino,0,2001
Nicaragua,Femenino,0,2001
Nicaragua,Masculino,0,2001
Panamá,Femenino,1357,2001
Panamá,Masculino,2503,2001
Puerto Rico,Femenino,9798,2001
Puerto Rico,Masculino,10663,2001
San Martín,Femenino,188,2001
San Martín,Masculino,217,2001
Trinidad y Tobago,Femenino,0,2001
Trinidad y Tobago,Masculino,0,2001
"Vírgenes Americanas, Islas",Femenino,0,2001
"Vírgenes Americanas, Islas",Masculino,0,2001
Otros del Caribe,Femenino,1016,2001
Otros del Caribe,Masculino,1518,2001
América del sur,Femenino,90987,2001
América del sur,Masculino,95173,2001
Argentina,Femenino,33239,2001
Argentina,Masculino,30945,2001
Bolivia,Femenino,274,2001
Bolivia,Masculino,407,2001
Brasil,Femenino,1193,2001
Brasil,Masculino,1915,2001
Colombia,Femenino,14533,2001
Colombia,Masculino,15341,2001
Chile,Femenino,7394,2001
Chile,Masculino,8924,2001
Ecuador,Femenino,2241,2001
Ecuador,Masculino,2579,2001
Perú,Femenino,5966,2001
Perú,Masculino,6263,2001
Uruguay,Femenino,0,2001
Uruguay,Masculino,0,2001
Venezuela,Femenino,24676,2001
Venezuela,Masculino,27414,2001
Otros de Suramérica,Femenino,1471,2001
Otros de Suramérica,Masculino,1385,2001
Europa,Femenino,547636,2001
Europa,Masculino,608747,2001
Alemania,Femenino,165883,2001
Alemania,Masculino,186847,2001
Austria,Femenino,6767,2001
Austria,Masculino,6928,2001
Bélgica,Femenino,13548,2001
Bélgica,Masculino,14551,2001
Bulgaria,Femenino,0,2001
Bulgaria,Masculino,0,2001
Checoslovaquia,Femenino,0,2001
Checoslovaquia,Masculino,0,2001
Dinamarca,Femenino,0,2001
Dinamarca,Masculino,0,2001
Escocia,Femenino,0,2001
Escocia,Masculino,0,2001
España,Femenino,66864,2001
España,Masculino,78822,2001
Finlandia,Femenino,3422,2001
Finlandia,Masculino,3452,2001
Francia,Femenino,100222,2001
Francia,Masculino,103335,2001
Grecia,Femenino,0,2001
Grecia,Masculino,0,2001
Holanda,Femenino,14698,2001
Holanda,Masculino,18016,2001
Hungría,Femenino,0,2001
Hungría,Masculino,0,2001
Reino Unido,Femenino,65139,2001
Reino Unido,Masculino,74503,2001
Irlanda,Femenino,0,2001
Irlanda,Masculino,0,2001
Italia,Femenino,54540,2001
Italia,Masculino,63504,2001
Luxemburgo,Femenino,0,2001
Luxemburgo,Masculino,0,2001
Noruega,Femenino,0,2001
Noruega,Masculino,0,2001
Polonia,Femenino,0,2001
Polonia,Masculino,0,2001
Portugal,Femenino,12394,2001
Portugal,Masculino,12336,2001
República Checa,Femenino,0,2001
República Checa,Masculino,0,2001
Rumania,Femenino,0,2001
Rumania,Masculino,0,2001
Rusia,Femenino,0,2001
Rusia,Masculino,0,2001
Suecia,Femenino,12266,2001
Suecia,Masculino,13547,2001
Suiza,Femenino,20614,2001
Suiza,Masculino,21430,2001
Ucrania,Femenino,0,2001
Ucrania,Masculino,0,2001
Otros de Europa,Femenino,11279,2001
Otros de Europa,Masculino,11476,2001
Asia,Femenino,914,2001
Asia,Masculino,2140,2001
Corea del Sur,Femenino,0,2001
Corea del Sur,Masculino,0,2001
China,Femenino,0,2001
China,Masculino,0,2001
India,Femenino,82,2001
India,Masculino,295,2001
Israel,Femenino,0,2001
Israel,Masculino,0,2001
Japón,Femenino,708,2001
Japón,Masculino,1445,2001
Tailandia,Femenino,0,2001
Tailandia,Masculino,20,2001
Taiwán,Femenino,124,2001
Taiwán,Masculino,380,2001
Otros de Asia,Femenino,0,2001
Otros de Asia,Masculino,0,2001
Resto del mundo,Femenino,1321,2001
Resto del mundo,Masculino,1831,2001
Australia,Femenino,0,2001
Australia,Masculino,0,2001
Otros resto del mundo,Femenino,1321,2001
Otros resto del mundo,Masculino,1831,2001
Dominicanos residentes,Femenino,140444,2002
Dominicanos residentes,Masculino,145825,2002
Extranjeros residentes,Femenino,9116,2002
Extranjeros residentes,Masculino,16115,2002
Dominicanos no residentes,Femenino,260053,2002
Dominicanos no residentes,Masculino,237526,2002
Extranjeros no residentes,Femenino,1113604,2002
Extranjeros no residentes,Masculino,1182026,2002
América del norte,Femenino,511938,2002
América del norte,Masculino,532165,2002
Canadá,Femenino,165654,2002
Canadá,Masculino,147837,2002
Estados Unidos,Femenino,338586,2002
Estados Unidos,Masculino,372289,2002
México,Femenino,7698,2002
México,Masculino,12039,2002
América central y Caribe,Femenino,29163,2002
América central y Caribe,Masculino,34459,2002
Aruba,Femenino,40,2002
Aruba,Masculino,57,2002
Bahamas,Femenino,0,2002
Bahamas,Masculino,0,2002
"Caicos y Turcas, Islas",Femenino,0,2002
"Caicos y Turcas, Islas",Masculino,0,2002
Costa Rica,Femenino,1412,2002
Costa Rica,Masculino,2868,2002
Cuba,Femenino,2592,2002
Cuba,Masculino,4370,2002
Curazao,Femenino,311,2002
Curazao,Masculino,635,2002
El Salvador,Femenino,741,2002
El Salvador,Masculino,1233,2002
Guadalupe,Femenino,0,2002
Guadalupe,Masculino,0,2002
Guatemala,Femenino,954,2002
Guatemala,Masculino,1782,2002
Haití,Femenino,438,2002
Haití,Masculino,882,2002
Honduras,Femenino,280,2002
Honduras,Masculino,403,2002
Jamaica,Femenino,487,2002
Jamaica,Masculino,1145,2002
Martinica,Femenino,0,2002
Martinica,Masculino,0,2002
Nicaragua,Femenino,0,2002
Nicaragua,Masculino,0,2002
Panamá,Femenino,1619,2002
Panamá,Masculino,2962,2002
Puerto Rico,Femenino,18609,2002
Puerto Rico,Masculino,15934,2002
San Martín,Femenino,104,2002
San Martín,Masculino,210,2002
Trinidad y Tobago,Femenino,0,2002
Trinidad y Tobago,Masculino,0,2002
"Vírgenes Americanas, Islas",Femenino,0,2002
"Vírgenes Americanas, Islas",Masculino,0,2002
Otros del Caribe,Femenino,1576,2002
Otros del Caribe,Masculino,1978,2002
América del sur,Femenino,63319,2002
América del sur,Masculino,72105,2002
Argentina,Femenino,5406,2002
Argentina,Masculino,8091,2002
Bolivia,Femenino,338,2002
Bolivia,Masculino,394,2002
Brasil,Femenino,1388,2002
Brasil,Masculino,2581,2002
Colombia,Femenino,18517,2002
Colombia,Masculino,19563,2002
Chile,Femenino,8862,2002
Chile,Masculino,9068,2002
Ecuador,Femenino,2459,2002
Ecuador,Masculino,2950,2002
Perú,Femenino,5744,2002
Perú,Masculino,7260,2002
Uruguay,Femenino,0,2002
Uruguay,Masculino,0,2002
Venezuela,Femenino,19671,2002
Venezuela,Masculino,21043,2002
Otros de Suramérica,Femenino,934,2002
Otros de Suramérica,Masculino,1155,2002
Europa,Femenino,507003,2002
Europa,Masculino,539317,2002
Alemania,Femenino,117192,2002
Alemania,Masculino,123354,2002
Austria,Femenino,5057,2002
Austria,Masculino,4943,2002
Bélgica,Femenino,17815,2002
Bélgica,Masculino,17545,2002
Bulgaria,Femenino,0,2002
Bulgaria,Masculino,0,2002
Checoslovaquia,Femenino,0,2002
Checoslovaquia,Masculino,0,2002
Dinamarca,Femenino,0,2002
Dinamarca,Masculino,0,2002
Escocia,Femenino,0,2002
Escocia,Masculino,0,2002
España,Femenino,62446,2002
España,Masculino,73076,2002
Finlandia,Femenino,1773,2002
Finlandia,Masculino,1730,2002
Francia,Femenino,121382,2002
Francia,Masculino,120640,2002
Grecia,Femenino,0,2002
Grecia,Masculino,0,2002
Holanda,Femenino,15351,2002
Holanda,Masculino,17156,2002
Hungría,Femenino,0,2002
Hungría,Masculino,0,2002
Reino Unido,Femenino,68945,2002
Reino Unido,Masculino,77312,2002
Irlanda,Femenino,0,2002
Irlanda,Masculino,0,2002
Italia,Femenino,53251,2002
Italia,Masculino,60318,2002
Luxemburgo,Femenino,0,2002
Luxemburgo,Masculino,0,2002
Noruega,Femenino,0,2002
Noruega,Masculino,0,2002
Polonia,Femenino,0,2002
Polonia,Masculino,0,2002
Portugal,Femenino,12916,2002
Portugal,Masculino,11066,2002
República Checa,Femenino,0,2002
República Checa,Masculino,0,2002
Rumania,Femenino,0,2002
Rumania,Masculino,0,2002
Rusia,Femenino,0,2002
Rusia,Masculino,0,2002
Suecia,Femenino,3000,2002
Suecia,Masculino,3621,2002
Suiza,Femenino,18016,2002
Suiza,Masculino,18320,2002
Ucrania,Femenino,0,2002
Ucrania,Masculino,0,2002
Otros de Europa,Femenino,9859,2002
Otros de Europa,Masculino,10236,2002
Asia,Femenino,771,2002
Asia,Masculino,1799,2002
Corea del Sur,Femenino,0,2002
Corea del Sur,Masculino,0,2002
China,Femenino,0,2002
China,Masculino,0,2002
India,Femenino,41,2002
India,Masculino,202,2002
Israel,Femenino,0,2002
Israel,Masculino,0,2002
Japón,Femenino,526,2002
Japón,Masculino,1108,2002
Tailandia,Femenino,0,2002
Tailandia,Masculino,0,2002
Taiwán,Femenino,204,2002
Taiwán,Masculino,489,2002
Otros de Asia,Femenino,0,2002
Otros de Asia,Masculino,0,2002
Resto del mundo,Femenino,1410,2002
Resto del mundo,Masculino,2181,2002
Australia,Femenino,0,2003
Australia,Masculino,0,2003
Otros resto del mundo,Femenino,1410,2003
Otros resto del mundo,Masculino,2181,2003
Dominicanos residentes,Femenino,133137,2003
Dominicanos residentes,Masculino,140220,2003
Extranjeros residentes,Femenino,11076,2003
Extranjeros residentes,Masculino,17276,2003
Dominicanos no residentes,Femenino,267827,2003
Dominicanos no residentes,Masculino,255761,2003
Extranjeros no residentes,Femenino,1349495,2003
Extranjeros no residentes,Masculino,1409055,2003
América del norte,Femenino,643870,2003
América del norte,Masculino,654687,2003
Canadá,Femenino,221637,2003
Canadá,Masculino,191248,2003
Estados Unidos,Femenino,416984,2003
Estados Unidos,Masculino,454276,2003
México,Femenino,5249,2003
México,Masculino,9163,2003
América central y Caribe,Femenino,40667,2003
América central y Caribe,Masculino,48106,2003
Aruba,Femenino,71,2003
Aruba,Masculino,138,2003
Bahamas,Femenino,0,2003
Bahamas,Masculino,0,2003
"Caicos y Turcas, Islas",Femenino,0,2003
"Caicos y Turcas, Islas",Masculino,0,2003
Costa Rica,Femenino,1268,2003
Costa Rica,Masculino,2246,2003
Cuba,Femenino,2804,2003
Cuba,Masculino,3982,2003
Curazao,Femenino,180,2003
Curazao,Masculino,394,2003
El Salvador,Femenino,716,2003
El Salvador,Masculino,957,2003
Guadalupe,Femenino,0,2003
Guadalupe,Masculino,0,2003
Guatemala,Femenino,1157,2003
Guatemala,Masculino,2466,2003
Haití,Femenino,1487,2003
Haití,Masculino,2446,2003
Honduras,Femenino,462,2003
Honduras,Masculino,687,2003
Jamaica,Femenino,573,2003
Jamaica,Masculino,766,2003
Martinica,Femenino,0,2003
Martinica,Masculino,0,2003
Nicaragua,Femenino,0,2003
Nicaragua,Masculino,0,2003
Panamá,Femenino,1201,2003
Panamá,Masculino,1999,2003
Puerto Rico,Femenino,29137,2003
Puerto Rico,Masculino,29412,2003
San Martín,Femenino,137,2003
San Martín,Masculino,198,2003
Trinidad y Tobago,Femenino,0,2003
Trinidad y Tobago,Masculino,0,2003
"Vírgenes Americanas, Islas",Femenino,0,2003
"Vírgenes Americanas, Islas",Masculino,0,2003
Otros del Caribe,Femenino,1474,2003
Otros del Caribe,Masculino,2415,2003
América del sur,Femenino,43221,2003
América del sur,Masculino,53655,2003
Argentina,Femenino,4114,2003
Argentina,Masculino,6147,2003
Bolivia,Femenino,153,2003
Bolivia,Masculino,342,2003
Brasil,Femenino,1980,2003
Brasil,Masculino,3111,2003
Colombia,Femenino,11565,2003
Colombia,Masculino,13101,2003
Chile,Femenino,8500,2003
Chile,Masculino,8449,2003
Ecuador,Femenino,1926,2003
Ecuador,Masculino,2323,2003
Perú,Femenino,4394,2003
Perú,Masculino,4696,2003
Uruguay,Femenino,0,2003
Uruguay,Masculino,0,2003
Venezuela,Femenino,10126,2003
Venezuela,Masculino,14704,2003
Otros de Suramérica,Femenino,463,2003
Otros de Suramérica,Masculino,782,2003
Europa,Femenino,619061,2003
Europa,Masculino,647981,2003
Alemania,Femenino,119568,2003
Alemania,Masculino,123680,2003
Austria,Femenino,5095,2003
Austria,Masculino,4940,2003
Bélgica,Femenino,25580,2003
Bélgica,Masculino,24938,2003
Bulgaria,Femenino,0,2003
Bulgaria,Masculino,0,2003
Checoslovaquia,Femenino,0,2003
Checoslovaquia,Masculino,0,2003
Dinamarca,Femenino,0,2003
Dinamarca,Masculino,0,2003
Escocia,Femenino,0,2003
Escocia,Masculino,0,2003
España,Femenino,95323,2003
España,Masculino,106727,2003
Finlandia,Femenino,781,2003
Finlandia,Masculino,559,2003
Francia,Femenino,160073,2003
Francia,Masculino,157547,2003
Grecia,Femenino,0,2003
Grecia,Masculino,0,2003
Holanda,Femenino,18162,2003
Holanda,Masculino,21737,2003
Hungría,Femenino,0,2003
Hungría,Masculino,0,2003
Reino Unido,Femenino,84949,2003
Reino Unido,Masculino,86808,2003
Irlanda,Femenino,0,2003
Irlanda,Masculino,0,2003
Italia,Femenino,62931,2003
Italia,Masculino,72539,2003
Luxemburgo,Femenino,0,2003
Luxemburgo,Masculino,0,2003
Noruega,Femenino,0,2003
Noruega,Masculino,0,2003
Polonia,Femenino,0,2003
Polonia,Masculino,0,2003
Portugal,Femenino,17240,2003
Portugal,Masculino,17870,2003
República Checa,Femenino,0,2003
República Checa,Masculino,0,2003
Rumania,Femenino,0,2003
Rumania,Masculino,0,2003
Rusia,Femenino,0,2003
Rusia,Masculino,0,2003
Suecia,Femenino,1824,2003
Suecia,Masculino,1715,2003
Suiza,Femenino,19664,2003
Suiza,Masculino,20563,2003
Ucrania,Femenino,0,2003
Ucrania,Masculino,0,2003
Otros de Europa,Femenino,7871,2003
Otros de Europa,Masculino,8358,2003
Asia,Femenino,1009,2003
Asia,Masculino,2020,2003
Corea del Sur,Femenino,0,2003
Corea del Sur,Masculino,0,2003
China,Femenino,0,2003
China,Masculino,0,2003
India,Femenino,201,2003
India,Masculino,434,2003
Israel,Femenino,0,2003
Israel,Masculino,0,2003
Japón,Femenino,726,2003
Japón,Masculino,1279,2003
Tailandia,Femenino,0,2003
Tailandia,Masculino,0,2003
Taiwán,Femenino,82,2003
Taiwán,Masculino,307,2003
Otros de Asia,Femenino,0,2003
Otros de Asia,Masculino,0,2003
Resto del mundo,Femenino,1667,2003
Resto del mundo,Masculino,2606,2003
Australia,Femenino,0,2003
Australia,Masculino,0,2003
Otros resto del mundo,Femenino,1667,2003
Otros resto del mundo,Masculino,2606,2003
Dominicanos residentes,Femenino,141916,2004
Dominicanos residentes,Masculino,160139,2004
Extranjeros residentes,Femenino,11267,2004
Extranjeros residentes,Masculino,19863,2004
Dominicanos no residentes,Femenino,271555,2004
Dominicanos no residentes,Masculino,305945,2004
Extranjeros no residentes,Femenino,1383916,2004
Extranjeros no residentes,Masculino,1488764,2004
América del norte,Femenino,670304,2004
América del norte,Masculino,725778,2004
Canadá,Femenino,230951,2004
Canadá,Masculino,217975,2004
Estados Unidos,Femenino,434528,2004
Estados Unidos,Masculino,498489,2004
México,Femenino,4825,2004
México,Masculino,9314,2004
América central y Caribe,Femenino,40830,2004
América central y Caribe,Masculino,45872,2004
Aruba,Femenino,71,2004
Aruba,Masculino,50,2004
Bahamas,Femenino,0,2004
Bahamas,Masculino,0,2004
"Caicos y Turcas, Islas",Femenino,0,2004
"Caicos y Turcas, Islas",Masculino,0,2004
Costa Rica,Femenino,1016,2004
Costa Rica,Masculino,1754,2004
Cuba,Femenino,3253,2004
Cuba,Masculino,3825,2004
Curazao,Femenino,150,2004
Curazao,Masculino,362,2004
El Salvador,Femenino,704,2004
El Salvador,Masculino,923,2004
