Llegada de Pasajeros por Nacionalidad,Sexo,Total de Llegada de Pasajero por Nacionalidad,Año
Suiza,Masculino,17986,2023
Ucrania,Femenino,2887,2023
Ucrania,Masculino,2113,2023
Otros de Europa,Femenino,7295,2023
Otros de Europa,Masculino,7797,2023
Asia,Femenino,6533,2023
Asia,Masculino,14897,2023
Corea del Sur,Femenino,493,2023
Corea del Sur,Masculino,1241,2023
China,Femenino,1283,2023
China,Masculino,2597,2023
India,Femenino,615,2023
India,Masculino,1778,2023
Israel,Femenino,1122,2023
Israel,Masculino,1494,2023
Japón,Femenino,367,2023
Japón,Masculino,762,2023
Tailandia,Femenino,0,2023
Tailandia,Masculino,0,2023
Taiwán,Femenino,128,2023
Taiwán,Masculino,181,2023
Otros de Asia,Femenino,2524,2023
Otros de Asia,Masculino,6845,2023
Resto del mundo,Femenino,2315,2023
Resto del mundo,Masculino,3549,2023
Australia,Femenino,840,2023
Australia,Masculino,1058,2023
Otros resto del mundo,Femenino,1475,2023
Otros resto del mundo,Masculino,2492,2023
Dominicanos residentes,Femenino,451455,2024
Dominicanos residentes,Masculino,384298,2024
Extranjeros residentes,Femenino,69375,2024
Extranjeros residentes,Masculino,79080,2024
Dominicanos no residentes,Femenino,767347,2024
Dominicanos no residentes,Masculino,642991,2024
Extranjeros no residentes,Femenino,3692995,2024
Extranjeros no residentes,Masculino,3432367,2024
América del norte,Femenino,2398353,2024
América del norte,Masculino,2221627,2024
Canadá,Femenino,630455,2024
Canadá,Masculino,558201,2024
Estados Unidos,Femenino,1713119,2024
Estados Unidos,Masculino,1603119,2024
México,Femenino,54779,2024
México,Masculino,60307,2024
América central y Caribe,Femenino,204071,2024
América central y Caribe,Masculino,215075,2024
Aruba,Femenino,1491,2024
Aruba,Masculino,1672,2024
Bahamas,Femenino,0,2024
Bahamas,Masculino,0,2024
"Caicos y Turcas, Islas",Femenino,1864,2024
"Caicos y Turcas, Islas",Masculino,3136,2024
Costa Rica,Femenino,13213,2024
Costa Rica,Masculino,13602,2024
Cuba,Femenino,6498,2024
Cuba,Masculino,6705,2024
Curazao,Femenino,2359,2024
Curazao,Masculino,3189,2024
El Salvador,Femenino,9044,2024
El Salvador,Masculino,8023,2024
Guadalupe,Femenino,3725,2024
Guadalupe,Masculino,4149,2024
Guatemala,Femenino,17910,2024
Guatemala,Masculino,18566,2024
Haití,Femenino,2953,2024
Haití,Masculino,4774,2024
Honduras,Femenino,4528,2024
Honduras,Masculino,4519,2024
Jamaica,Femenino,10016,2024
Jamaica,Masculino,7682,2024
Martinica,Femenino,4341,2024
Martinica,Masculino,4421,2024
Nicaragua,Femenino,0,2024
Nicaragua,Masculino,0,2024
Panamá,Femenino,16261,2024
Panamá,Masculino,20209,2024
Puerto Rico,Femenino,97387,2024
Puerto Rico,Masculino,98646,2024
San Martín,Femenino,2110,2024
San Martín,Masculino,2683,2024
Trinidad y Tobago,Femenino,2501,2024
Trinidad y Tobago,Masculino,2278,2024
"Vírgenes Americanas, Islas",Femenino,858,2024
"Vírgenes Americanas, Islas",Masculino,1269,2024
Otros del Caribe,Femenino,7011,2024
Otros del Caribe,Masculino,9552,2024
América del sur,Femenino,606881,2024
América del sur,Masculino,512746,2024
Argentina,Femenino,144091,2024
Argentina,Masculino,126786,2024
Bolivia,Femenino,5960,2024
Bolivia,Masculino,5505,2024
Brasil,Femenino,61382,2024
Brasil,Masculino,58500,2024
Colombia,Femenino,188814,2024
Colombia,Masculino,146998,2024
Chile,Femenino,79973,2024
Chile,Masculino,65032,2024
Ecuador,Femenino,35918,2024
Ecuador,Masculino,28659,2024
Perú,Femenino,51887,2024
Perú,Masculino,42119,2024
Uruguay,Femenino,16862,2024
Uruguay,Masculino,14466,2024
Venezuela,Femenino,15495,2024
Venezuela,Masculino,19085,2024
Otros de Suramérica,Femenino,6501,2024
Otros de Suramérica,Masculino,5596,2024
Europa,Femenino,479379,2024
Europa,Masculino,463167,2024
Alemania,Femenino,67684,2024
Alemania,Masculino,67124,2024
Austria,Femenino,6284,2024
Austria,Masculino,6401,2024
Bélgica,Femenino,12928,2024
Bélgica,Masculino,12111,2024
Bulgaria,Femenino,2005,2024
Bulgaria,Masculino,1749,2024
Checoslovaquia,Femenino,0,2024
Checoslovaquia,Masculino,0,2024
Dinamarca,Femenino,1194,2024
Dinamarca,Masculino,1280,2024
Escocia,Femenino,0,2024
Escocia,Masculino,0,2024
España,Femenino,62057,2024
España,Masculino,69263,2024
Finlandia,Femenino,664,2024
Finlandia,Masculino,749,2024
Francia,Femenino,72805,2024
Francia,Masculino,66977,2024
Grecia,Femenino,421,2024
Grecia,Masculino,826,2024
Holanda,Femenino,12226,2024
Holanda,Masculino,12309,2024
Hungría,Femenino,2717,2024
Hungría,Masculino,2587,2024
Reino Unido,Femenino,99931,2024
Reino Unido,Masculino,89946,2024
Irlanda,Femenino,1640,2024
Irlanda,Masculino,1614,2024
Italia,Femenino,41228,2024
Italia,Masculino,45733,2024
Luxemburgo,Femenino,923,2024
Luxemburgo,Masculino,889,2024
Noruega,Femenino,1126,2024
Noruega,Masculino,1233,2024
Polonia,Femenino,19744,2024
Polonia,Masculino,18047,2024
Portugal,Femenino,25926,2024
Portugal,Masculino,23963,2024
República Checa,Femenino,7629,2024
República Checa,Masculino,6976,2024
Rumania,Femenino,2560,2024
Rumania,Masculino,2425,2024
Rusia,Femenino,1510,2024
Rusia,Masculino,1543,2024
Suecia,Femenino,1706,2024
Suecia,Masculino,1774,2024
Suiza,Femenino,18148,2024
Suiza,Masculino,17963,2024
Ucrania,Femenino,2925,2024
Ucrania,Masculino,2113,2024
Otros de Europa,Femenino,7398,2024
Otros de Europa,Masculino,7572,2024
Asia,Femenino,7547,2024
Asia,Masculino,15969,2024
Corea del Sur,Femenino,560,2024
Corea del Sur,Masculino,997,2024
China,Femenino,1823,2024
China,Masculino,3725,2024
India,Femenino,617,2024
India,Masculino,1975,2024
Israel,Femenino,1359,2024
Israel,Masculino,1672,2024
Japón,Femenino,485,2024
Japón,Masculino,802,2024
Tailandia,Femenino,0,2024
Tailandia,Masculino,0,2024
Taiwán,Femenino,135,2024
Taiwán,Masculino,157,2024
Otros de Asia,Femenino,2569,2024
Otros de Asia,Masculino,6642,2024
Resto del mundo,Femenino,2764,2024
Resto del mundo,Masculino,3783,2024
Australia,Femenino,1032,2024
Australia,Masculino,1248,2024
Otros resto del mundo,Femenino,1732,2024
Otros resto del mundo,Masculino,2535,2024
Dominicanos residentes,Femenino,483458,2025
Dominicanos residentes,Masculino,388042,2025
Extranjeros residentes,Femenino,69890,2025
Extranjeros residentes,Masculino,80266,2025
Dominicanos no residentes,Femenino,827660,2025
Dominicanos no residentes,Masculino,691304,2025
Extranjeros no residentes,Femenino,3769834,2025
Extranjeros no residentes,Masculino,3571911,2025
América del norte,Femenino,2350808,2025
América del norte,Masculino,2219934,2025
Canadá,Femenino,593384,2025
Canadá,Masculino,550858,2025
Estados Unidos,Femenino,1676969,2025
Estados Unidos,Masculino,1588285,2025
México,Femenino,80455,2025
México,Masculino,80791,2025
América central y Caribe,Femenino,211770,2025
América central y Caribe,Masculino,217437,2025
Aruba,Femenino,1590,2025
Aruba,Masculino,1851,2025
Bahamas,Femenino,0,2025
Bahamas,Masculino,0,2025
"Caicos y Turcas, Islas",Femenino,2198,2025
"Caicos y Turcas, Islas",Masculino,3016,2025
Costa Rica,Femenino,15946,2025
Costa Rica,Masculino,15406,2025
Cuba,Femenino,11117,2025
Cuba,Masculino,9558,2025
Curazao,Femenino,2973,2025
Curazao,Masculino,3544,2025
El Salvador,Femenino,6792,2025
El Salvador,Masculino,6529,2025
Guadalupe,Femenino,3938,2025
Guadalupe,Masculino,4028,2025
Guatemala,Femenino,17151,2025
Guatemala,Masculino,17403,2025
Haití,Femenino,2068,2025
Haití,Masculino,3205,2025
Honduras,Femenino,4537,2025
Honduras,Masculino,4623,2025
Jamaica,Femenino,7916,2025
Jamaica,Masculino,6355,2025
Martinica,Femenino,4156,2025
Martinica,Masculino,4307,2025
Nicaragua,Femenino,0,2025
Nicaragua,Masculino,0,2025
Panamá,Femenino,17720,2025
Panamá,Masculino,21444,2025
Puerto Rico,Femenino,99810,2025
Puerto Rico,Masculino,100244,2025
San Martín,Femenino,2427,2025
San Martín,Masculino,2771,2025
Trinidad y Tobago,Femenino,2260,2025
Trinidad y Tobago,Masculino,2059,2025
"Vírgenes Americanas, Islas",Femenino,786,2025
"Vírgenes Americanas, Islas",Masculino,1080,2025
Otros del Caribe,Femenino,8384,2025
Otros del Caribe,Masculino,10012,2025
América del sur,Femenino,731538,2025
América del sur,Masculino,658537,2025
Argentina,Femenino,230440,2025
Argentina,Masculino,209762,2025
Bolivia,Femenino,4047,2025
Bolivia,Masculino,4119,2025
Brasil,Femenino,72143,2025
Brasil,Masculino,69114,2025
Colombia,Femenino,215996,2025
Colombia,Masculino,183899,2025
Chile,Femenino,76782,2025
Chile,Masculino,69166,2025
Ecuador,Femenino,35463,2025
Ecuador,Masculino,31771,2025
Perú,Femenino,66272,2025
Perú,Masculino,60071,2025
Uruguay,Femenino,16577,2025
Uruguay,Masculino,15006,2025
Venezuela,Femenino,6639,2025
Venezuela,Masculino,9216,2025
Otros de Suramérica,Femenino,7178,2025
Otros de Suramérica,Masculino,6414,2025
Europa,Femenino,463829,2025
Europa,Masculino,456859,2025
Alemania,Femenino,62977,2025
Alemania,Masculino,62810,2025
Austria,Femenino,5920,2025
Austria,Masculino,6187,2025
Bélgica,Femenino,10839,2025
Bélgica,Masculino,10533,2025
Bulgaria,Femenino,1791,2025
Bulgaria,Masculino,1658,2025
Checoslovaquia,Femenino,0,2025
Checoslovaquia,Masculino,0,2025
Dinamarca,Femenino,1194,2025
Dinamarca,Masculino,1292,2025
Escocia,Femenino,0,2025
Escocia,Masculino,0,2025
España,Femenino,64380,2025
España,Masculino,68859,2025
Finlandia,Femenino,627,2025
Finlandia,Masculino,751,2025
Francia,Femenino,67513,2025
Francia,Masculino,65282,2025
Grecia,Femenino,406,2025
Grecia,Masculino,552,2025
Holanda,Femenino,12737,2025
Holanda,Masculino,12525,2025
Hungría,Femenino,2280,2025
Hungría,Masculino,2298,2025
Reino Unido,Femenino,102280,2025
Reino Unido,Masculino,93720,2025
Irlanda,Femenino,1471,2025
Irlanda,Masculino,1439,2025
Italia,Femenino,46674,2025
Italia,Masculino,48685,2025
Luxemburgo,Femenino,897,2025
Luxemburgo,Masculino,934,2025
Noruega,Femenino,1093,2025
Noruega,Masculino,1229,2025
Polonia,Femenino,18170,2025
Polonia,Masculino,17392,2025
Portugal,Femenino,21810,2025
Portugal,Masculino,20554,2025
República Checa,Femenino,6575,2025
República Checa,Masculino,6097,2025
Rumania,Femenino,2622,2025
Rumania,Masculino,2638,2025
Rusia,Femenino,1449,2025
Rusia,Masculino,1618,2025
Suecia,Femenino,2513,2025
Suecia,Masculino,2516,2025
Suiza,Femenino,17748,2025
Suiza,Masculino,17637,2025
Ucrania,Femenino,2489,2025
Ucrania,Masculino,2109,2025
Otros de Europa,Femenino,7373,2025
Otros de Europa,Masculino,7546,2025
Asia,Femenino,8877,2025
Asia,Masculino,15384,2025
Corea del Sur,Femenino,586,2025
Corea del Sur,Masculino,814,2025
China,Femenino,2137,2025
China,Masculino,4012,2025
India,Femenino,802,2025
India,Masculino,1773,2025
Israel,Femenino,1586,2025
Israel,Masculino,1854,2025
Japón,Femenino,545,2025
Japón,Masculino,866,2025
Tailandia,Femenino,0,2025
Tailandia,Masculino,0,2025
Taiwán,Femenino,190,2025
Taiwán,Masculino,243,2025
Otros de Asia,Femenino,3030,2025
Otros de Asia,Masculino,5820,2025
Resto del mundo,Femenino,3012,2025
Resto del mundo,Masculino,3759,2025
Australia,Femenino,1147,2025
Australia,Masculino,1301,2025
Otros resto del mundo,Femenino,1865,2025
Otros resto del mundo,Masculino,2457,2025
